"Urząd";"Numer na karcie do głosowania";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Wykształcenie";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Przynależność do partii";"Liczba głosów";"Procent głosów";"Czy uzyskał mandat";"Obszar";"TERYT";"Płeć";"Liczba głosów ważnych na wszystkich kandydatów"
"Wójt Gminy Jerzmanowice-Przeginia";3;"PIAŚNIK Adam Henryk";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA GMINY JERZMANOWICE-PRZEGINIA";"KWW WSPÓLNIE DLA GMINY JERZMANOWICE-PRZEGINIA";62;"wyższe";"Jerzmanowice";"120604";"gm. Jerzmanowice-Przeginia";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Jerzmanowice-Przeginia";"120604";"Mężczyzna";
"Wójt Gminy Kocmyrzów-Luborzyca";1;"JAMBORSKI Marek Wojciech";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY";"KWW RAZEM DLA GMINY";62;"wyższe";"Marszowice";"120605";"gm. Kocmyrzów-Luborzyca";"";"nie należy do partii politycznej";;;;"gm. Kocmyrzów-Luborzyca";"120605";"Mężczyzna";
"Wójt Gminy Kocmyrzów-Luborzyca";2;"ŁOJEK Jarosław Piotr";"KOMITET WYBORCZY WYBORCÓW JAROSŁAWA ŁOJKA „GMINA DLA MIESZKAŃCÓW”";"KWW JAROSŁAWA ŁOJKA „GMINA DLA MIESZKAŃCÓW”";51;"wyższe";"Baranówka";"120605";"gm. Kocmyrzów-Luborzyca";"";"nie należy do partii politycznej";;;;"gm. Kocmyrzów-Luborzyca";"120605";"Mężczyzna";
"Wójt Gminy Kocmyrzów-Luborzyca";3;"URYNOWICZ Tomasz Mariusz";"KOMITET WYBORCZY WYBORCÓW DASIĘ KOCMYRZÓW-LUBORZYCA";"KWW DASIĘ KOCMYRZÓW-LUBORZYCA";50;"wyższe";"Łuczyce";"120605";"gm. Kocmyrzów-Luborzyca";"";"nie należy do partii politycznej";;;;"gm. Kocmyrzów-Luborzyca";"120605";"Mężczyzna";
"Burmistrz Gminy Krzeszowice";1;"GREGORCZYK Wacław Jan";"KOMITET WYBORCZY WYBORCÓW „WSPÓLNA GMINA KRZESZOWICE”";"KWW „WSPÓLNA GMINA KRZESZOWICE”";63;"wyższe techniczne";"Tenczynek";"120606";"gm. Krzeszowice";"";"nie należy do partii politycznej";;;;"gm. Krzeszowice";"120606";"Mężczyzna";
"Burmistrz Gminy Krzeszowice";2;"KŁOSOWSKI Kamil Karol";"KOMITET WYBORCZY WYBORCÓW RZETELNA GMINA KRZESZOWICE";"KWW RZETELNA GMINA KRZESZOWICE";28;"wyższe";"Krzeszowice";"120606";"gm. Krzeszowice";"";"nie należy do partii politycznej";;;;"gm. Krzeszowice";"120606";"Mężczyzna";
"Burmistrz Gminy Krzeszowice";3;"MOLIK Stanisław Paweł";"KOMITET WYBORCZY STOWARZYSZENIA BEZPARTYJNI SAMORZĄDOWCY MAŁOPOLSKI";"KW BEZPARTYJNI SAMORZĄDOWCY MAŁOPOLSKI";40;"wyższe-ekonomiczne";"Siedlec";"120606";"gm. Krzeszowice";"";"nie należy do partii politycznej";;;;"gm. Krzeszowice";"120606";"Mężczyzna";
"Wójt Gminy Liszki";1;"MIŚ Paweł Stanisław";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA GMINY LISZKI";"KWW WSPÓLNOTA GMINY LISZKI";43;"wyższe";"Liszki";"120607";"gm. Liszki";"";"nie należy do partii politycznej";;;;"gm. Liszki";"120607";"Mężczyzna";
"Wójt Gminy Liszki";2;"RÓŻYCKA Monika Agnieszka";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";46;"wyższe";"Kryspinów";"120607";"gm. Liszki";"";"nie należy do partii politycznej";;;;"gm. Liszki";"120607";"Kobieta";
"Wójt Gminy Liszki";3;"STAROWICZ Wojciech";"KOMITET WYBORCZY WYBORCÓW FORUM MIESZKAŃCÓW GMINY LISZKI";"KWW FORUM MIESZKAŃCÓW GMINY LISZKI";46;"wyższe";"Piekary";"120607";"gm. Liszki";"";"nie należy do partii politycznej";;;;"gm. Liszki";"120607";"Mężczyzna";
"Wójt Gminy Liszki";4;"ZIOŁO Jan Franciszek";"KOMITET WYBORCZY WYBORCÓW KANDYDATA JAN ZIOŁO";"KWW KANDYDATA JAN ZIOŁO";49;"wyższe";"Cholerzyn";"120607";"gm. Liszki";"";"nie należy do partii politycznej";;;;"gm. Liszki";"120607";"Mężczyzna";
"Wójt Gminy Michałowice";1;"GAJOCH Daniel Dariusz";"KOMITET WYBORCZY STOWARZYSZENIA WSPÓLNIE DLA GMINY MICHAŁOWICE";"KW STOW. WSPÓLNIE DLA GMINY MICHAŁOWICE";47;"wyższe";"Michałowice";"120608";"gm. Michałowice";"";"nie należy do partii politycznej";;;;"gm. Michałowice";"120608";"Mężczyzna";
"Wójt Gminy Michałowice";2;"RUMIAN Antoni Paweł";"KOMITET WYBORCZY WYBORCÓW ANTONIEGO RUMIANA WSPÓLNIE DLA GMINY";"KWW ANTONIEGO RUMIANA WSPÓLNIE DLA GMINY";60;"wyższe";"Raciborowice";"120608";"gm. Michałowice";"";"nie należy do partii politycznej";;;;"gm. Michałowice";"120608";"Mężczyzna";
"Wójt Gminy Michałowice";3;"SZYDŁOWSKA Aneta Agnieszka";"KOMITET WYBORCZY WYBORCÓW „NASZE MICHAŁOWICE”";"KWW NASZE MICHAŁOWICE";49;"wyższe";"Młodziejowice";"120608";"gm. Michałowice";"";"nie należy do partii politycznej";;;;"gm. Michałowice";"120608";"Kobieta";
"Wójt Gminy Mogilany";1;"PIOTROWSKI Piotr Paweł";"KOMITET WYBORCZY WYBORCÓW WÓJTA PIOTRA PIOTROWSKIEGO";"KWW WÓJTA PIOTRA PIOTROWSKIEGO";61;"wyższe";"Olszowice";"120614";"gm. Świątniki Górne";"popierany przez organizację: Stowarzyszenie „Dla Naszej Gminy Mogilany""";"nie należy do partii politycznej";;;;"gm. Mogilany";"120609";"Mężczyzna";
"Wójt Gminy Mogilany";2;"PRZEWORSKI Jerzy Krzysztof";"KOMITET WYBORCZY WYBORCÓW GMINA MOGILANY TO NASZA WSPÓLNA SPRAWA";"KWW GMINA MOGILANY TO NASZA WSPÓLNA SPRAWA";42;"średnie";"Gaj";"120609";"gm. Mogilany";"";"nie należy do partii politycznej";;;;"gm. Mogilany";"120609";"Mężczyzna";
"Burmistrz Miasta i Gminy Skała";1;"JAKUBEK Robert Stanisław";"KOMITET WYBORCZY WYBORCÓW ROBERTA JAKUBKA CZAS NA ZMIANĘ";"KWW ROBERTA JAKUBKA CZAS NA ZMIANĘ";55;"średnie techniczne";"Poręba Laskowska";"120610";"gm. Skała";"";"nie należy do partii politycznej";;;;"gm. Skała";"120610";"Mężczyzna";
"Burmistrz Miasta i Gminy Skała";2;"OPALSKI Piotr Marian";"KOMITET WYBORCZY WYBORCÓW PIOTRA OPALSKIEGO";"KWW PIOTRA OPALSKIEGO";33;"wyższe prawnicze";"Skała";"120610";"gm. Skała";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Skała";"120610";"Mężczyzna";
"Burmistrz Miasta i Gminy Skała";3;"TRZCIONKA Piotr";"KOMITET WYBORCZY WYBORCÓW PIOTRA TRZCIONKI";"KWW PIOTRA TRZCIONKI";57;"wyższe";"Skała";"120610";"gm. Skała";"";"członek partii politycznej: PSL";;;;"gm. Skała";"120610";"Mężczyzna";
"Burmistrz Miasta i Gminy Skała";4;"WÓJTOWICZ Krzysztof Jakub";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA SKAŁA";"KWW PGS";42;"wyższe";"Zamłynie";"120610";"gm. Skała";"";"nie należy do partii politycznej";;;;"gm. Skała";"120610";"Mężczyzna";
"Burmistrz Miasta i Gminy Skawina";1;"PAC Wojciech Cyprian";"KOMITET WYBORCZY WYBORCÓW LEPSZA GMINA SKAWINA";"KWW LEPSZA GMINA SKAWINA";44;"średnie techniczne";"Skawina";"120611";"gm. Skawina";"";"nie należy do partii politycznej";;;;"gm. Skawina";"120611";"Mężczyzna";
"Burmistrz Miasta i Gminy Skawina";2;"RZEPISKO Norbert Andrzej";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";54;"wyższe";"Skawina";"120611";"gm. Skawina";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Skawina";"120611";"Mężczyzna";
"Burmistrz Miasta i Gminy Skawina";3;"WĄSOWICZ Anna Agata";"KOMITET WYBORCZY WYBORCÓW ANNY WĄSOWICZ";"KWW ANNY WĄSOWICZ";47;"wyższe";"Skawina";"120611";"gm. Skawina";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Skawina";"120611";"Kobieta";
"Burmistrz Gminy Słomniki";1;"BARTOSZ Agnieszka Karolina";"KOMITET WYBORCZY WYBORCÓW NOWE INICJATYWY";"KWW NOWE INICJATYWY";34;"wyższe";"Słomniki";"120612";"gm. Słomniki";"";"nie należy do partii politycznej";;;;"gm. Słomniki";"120612";"Kobieta";
"Burmistrz Gminy Słomniki";2;"KNAFEL Paweł Janusz";"KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA SŁOMNIKI";"KWW WSPÓLNA GMINA SŁOMNIKI";60;"wyższe";"Polanowice";"120612";"gm. Słomniki";"";"nie należy do partii politycznej";;;;"gm. Słomniki";"120612";"Mężczyzna";
"Burmistrz Gminy Słomniki";3;"PAKOSIEWICZ Grzegorz Ryszard";"KOMITET WYBORCZY WYBORCÓW GRZEGORZA PAKOSIEWICZA „PRZYJAZNA GMINA”";"KWW „PRZYJAZNA GMINA”";53;"wyższe";"Słomniki";"120612";"gm. Słomniki";"";"nie należy do partii politycznej";;;;"gm. Słomniki";"120612";"Mężczyzna";
"Wójt Gminy Sułoszowa";1;"GORAJCZYK Stanisław Piotr";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";58;"wyższe";"Sułoszowa";"120613";"gm. Sułoszowa";"";"nie należy do partii politycznej";;;;"gm. Sułoszowa";"120613";"Mężczyzna";
"Burmistrz Miasta i Gminy Świątniki Górne";1;"BATKO Jerzy Leszek";"KOMITET WYBORCZY STOWARZYSZENIA BEZPARTYJNI SAMORZĄDOWCY MAŁOPOLSKI";"KW BEZPARTYJNI SAMORZĄDOWCY MAŁOPOLSKI";66;"średnie";"Ochojno";"120614";"gm. Świątniki Górne";"";"nie należy do partii politycznej";;;;"gm. Świątniki Górne";"120614";"Mężczyzna";
"Burmistrz Miasta i Gminy Świątniki Górne";2;"DUŻY Małgorzata Maria";"KOMITET WYBORCZY WYBORCÓW BURMISTRZA MAŁGORZATY DUŻY";"KWW BURMISTRZA MAŁGORZATY DUŻY";52;"wyższe";"Świątniki Górne";"120614";"gm. Świątniki Górne";"";"nie należy do partii politycznej";;;;"gm. Świątniki Górne";"120614";"Kobieta";
"Burmistrz Miasta i Gminy Świątniki Górne";3;"LEWANDOWSKA-MALEC Izabela Teresa";"KOMITET WYBORCZY WYBORCÓW IZABELI LEWANDOWSKIEJ-MALEC";"KWW IZABELI LEWANDOWSKIEJ-MALEC";61;"wyższe";"Świątniki Górne";"120614";"gm. Świątniki Górne";"";"nie należy do partii politycznej";;;;"gm. Świątniki Górne";"120614";"Kobieta";
"Burmistrz Miasta i Gminy Świątniki Górne";4;"STADNIK Rafał Szymon";"KOMITET WYBORCZY WYBORCÓW RAFAŁA STADNIKA";"KWW RAFAŁA STADNIKA";48;"wyższe";"Wrząsowice";"120614";"gm. Świątniki Górne";"";"nie należy do partii politycznej";;;;"gm. Świątniki Górne";"120614";"Mężczyzna";
"Burmistrz Miasta i Gminy Świątniki Górne";5;"THIER Marek Władysław";"KOMITET WYBORCZY WYBORCÓW MARKA THIERA „MIASTO I GMINA ŚWIĄTNIKI GÓRNE NOWA PERSPEKTYWA”";"KWW MARKA THIERA";52;"wyższe";"Ochojno";"120614";"gm. Świątniki Górne";"";"nie należy do partii politycznej";;;;"gm. Świątniki Górne";"120614";"Mężczyzna";
"Burmistrz Miasta i Gminy Świątniki Górne";6;"TYLEK Dariusz Adam";"KOMITET WYBORCZY WYBORCÓW KANDYDATA NA BURMISTRZA DARIUSZA TYLKA";"KWW KANDYDATA NA BURMISTRZA DARIUSZA TYLKA";46;"wyższe";"Olszowice";"120614";"gm. Świątniki Górne";"";"nie należy do partii politycznej";;;;"gm. Świątniki Górne";"120614";"Mężczyzna";
"Wójt Gminy Wielka Wieś";1;"WOŁOS Krzysztof Ryszard";"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA WOŁOSA";"KWW KRZYSZTOFA WOŁOSA";47;"wyższe";"Giebułtów";"120615";"gm. Wielka Wieś";"";"nie należy do partii politycznej";;;;"gm. Wielka Wieś";"120615";"Mężczyzna";
"Wójt Gminy Wielka Wieś";2;"WÓJTOWICZ Tadeusz Bronisław";"KOMITET WYBORCZY WYBORCÓW INICJATYWA LOKALNA";"KWW INICJATYWA LOKALNA";48;"wyższe";"Prądnik Korzkiewski";"120615";"gm. Wielka Wieś";"";"nie należy do partii politycznej";;;;"gm. Wielka Wieś";"120615";"Mężczyzna";
"Wójt Gminy Zabierzów";1;"BURTAN Elżbieta Agnieszka";"KOMITET WYBORCZY WYBORCÓW ELŻBIETY BURTAN";"KWW ELŻBIETY BURTAN";59;"wyższe";"Rząska";"120616";"gm. Zabierzów";"";"nie należy do partii politycznej";;;;"gm. Zabierzów";"120616";"Kobieta";
"Wójt Gminy Zabierzów";2;"KĘSEK Dorota Zofia";"KOMITET WYBORCZY WYBORCÓW PRZYJAZNA GMINA ZABIERZÓW";"KWW PRZYJAZNA GMINA ZABIERZÓW";55;"wyższe";"Bolechowice";"120616";"gm. Zabierzów";"";"nie należy do partii politycznej";;;;"gm. Zabierzów";"120616";"Kobieta";
"Wójt Gminy Zielonki";1;"GOLANKO Mirosław Waldemar";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA GMINY ZIELONKI";"KWW WSPÓLNIE DLA GMINY ZIELONKI";42;"wyższe";"Bosutów";"120617";"gm. Zielonki";"";"nie należy do partii politycznej";;;;"gm. Zielonki";"120617";"Mężczyzna";
"Wójt Gminy Zielonki";2;"PODLEŚNY Piotr Maciej";"KOMITET WYBORCZY WYBORCÓW GMINA ZIELONKI. ODNOWA";"KWW GMINA ZIELONKI. ODNOWA";52;"wyższe";"Grębynice";"120617";"gm. Zielonki";"";"nie należy do partii politycznej";;;;"gm. Zielonki";"120617";"Mężczyzna";
"Wójt Gminy Zielonki";3;"ŚCIGALSKI Paweł Jakub";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";46;"wyższe";"Zielonki";"120617";"gm. Zielonki";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";"nie należy do partii politycznej";;;;"gm. Zielonki";"120617";"Mężczyzna";
"Burmistrz Miasta Limanowa";1;"BIEDA Władysław Józef";"KOMITET WYBORCZY WYBORCÓW LIMANOWSKA WSPÓLNOTA SAMORZĄDOWA";"KWW LIMANOWSKA WSPÓLNOTA SAMORZĄDOWA";66;"wyższe";"Stara Wieś";"120707";"gm. Limanowa";"";"nie należy do partii politycznej";;;;"m. Limanowa";"120701";"Mężczyzna";
"Burmistrz Miasta Limanowa";2;"JUSZKIEWICZ Jolanta Stanisława";"KOMITET WYBORCZY WYBORCÓW „O LEPSZE JUTRO”";"KWW „O LEPSZE JUTRO”";64;"wyższe";"Limanowa";"120701";"m. Limanowa";"";"nie należy do partii politycznej";;;;"m. Limanowa";"120701";"Kobieta";
"Burmistrz Miasta Mszana Dolna";1;"GRZESZCZUK Michał Wiktor";"KOMITET WYBORCZY WYBORCÓW FAJNE MIASTO - MSZANA DOLNA";"KWW FAJNE MIASTO - MSZANA DOLNA";51;"wyższe";"Tenczyn";"120902";"gm. Lubień";"";"nie należy do partii politycznej";;;;"m. Mszana Dolna";"120702";"Mężczyzna";
"Burmistrz Miasta Mszana Dolna";2;"ORZEŁ Agnieszka Jolanta";"KOMITET WYBORCZY WYBORCÓW ODPOWIEDZIALNY SAMORZĄD";"KWW ODPOWIEDZIALNY SAMORZĄD";56;"wyższe";"Mszana Dolna";"120702";"m. Mszana Dolna";"";"nie należy do partii politycznej";;;;"m. Mszana Dolna";"120702";"Kobieta";
"Wójt Gminy Dobra";1;"SMAGA-BECLA Małgorzata Janina";"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY SMAGA-BECLA";"KWW MAŁGORZATY SMAGA-BECLA";43;"wyższe";"Dobra";"120703";"gm. Dobra";"";"nie należy do partii politycznej";;;;"gm. Dobra";"120703";"Kobieta";
"Wójt Gminy Dobra";2;"WĘGRZYN Benedykt Michał";"KOMITET WYBORCZY WYBORCÓW BENEDYKTA WĘGRZYNA";"KWW BENEDYKTA WĘGRZYNA";50;"wyższe";"Dobra";"120703";"gm. Dobra";"";"nie należy do partii politycznej";;;;"gm. Dobra";"120703";"Mężczyzna";
"Wójt Gminy Jodłownik";1;"STAWARZ Paweł Włodzimierz";"KOMITET WYBORCZY WYBORCÓW PAWŁA STAWARZA";"KWW PAWŁA STAWARZA";51;"wyższe";"Jodłownik";"120704";"gm. Jodłownik";"";"nie należy do partii politycznej";;;;"gm. Jodłownik";"120704";"Mężczyzna";
"Wójt Gminy Kamienica";1;"SADOWSKI Władysław Jan";"KOMITET WYBORCZY WYBORCÓW STRAŻACY GMINY KAMIENICA";"KWW STRAŻACY GMINY KAMIENICA";58;"wyższe";"Kamienica";"120705";"gm. Kamienica";"";"nie należy do partii politycznej";;;;"gm. Kamienica";"120705";"Mężczyzna";
"Wójt Gminy Laskowa";1;"BUKOWIEC Zofia";"KOMITET WYBORCZY WYBORCÓW RAZEM DLA ROZWOJU GMINY LASKOWA";"KWW RAZEM DLA ROZWOJU GMINY LASKOWA";69;"średnie-techniczne";"Kamionka Mała";"120706";"gm. Laskowa";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Laskowa";"120706";"Kobieta";
"Wójt Gminy Laskowa";2;"STACH Piotr";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";58;"średnie";"Krosna";"120706";"gm. Laskowa";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Laskowa";"120706";"Mężczyzna";
"Wójt Gminy Laskowa";3;"STANISŁAWCZYK Czesław";"KOMITET WYBORCZY WYBORCÓW „NASZA GMINA”";"KWW „NASZA GMINA”";47;"wyższe";"Laskowa";"120706";"gm. Laskowa";"";"nie należy do partii politycznej";;;;"gm. Laskowa";"120706";"Mężczyzna";
"Wójt Gminy Limanowa";1;"KRÓL Damian";"KOMITET WYBORCZY WYBORCÓW GMINA NASZ DOM";"KWW GMINA NASZ DOM";34;"średnie";"Stara Wieś";"120707";"gm. Limanowa";"";"nie należy do partii politycznej";;;;"gm. Limanowa";"120707";"Mężczyzna";
"Wójt Gminy Limanowa";2;"MŁYŃSKI Stanisław Michał";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDOWE PRZYMIERZE";"KWW SAMORZĄDOWE PRZYMIERZE";59;"wyższe";"Nowe Rybie";"120707";"gm. Limanowa";"";"członek partii politycznej: PSL";;;;"gm. Limanowa";"120707";"Mężczyzna";
"Wójt Gminy Limanowa";3;"SKRZEKUT Jan Szczepan";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";54;"wyższe";"Sowliny";"120707";"gm. Limanowa";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Limanowa";"120707";"Mężczyzna";
"Wójt Gminy Łukowica";1;"ŁUCZKOWSKI Bogdan";"KOMITET WYBORCZY WYBORCÓW GMINA ŁUKOWICA TO MY";"KWW GMINA ŁUKOWICA TO MY";36;"wyższe";"Roztoka";"120708";"gm. Łukowica";"";"nie należy do partii politycznej";;;;"gm. Łukowica";"120708";"Mężczyzna";
"Wójt Gminy Łukowica";2;"TOKARSKI Dariusz Zbigniew";"KOMITET WYBORCZY WYBORCÓW DZIAŁAMY DLA LUDZI";"KWW DZIAŁAMY DLA LUDZI";38;"wyższe";"Szczawnica";"121102";"gm. Szczawnica";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Łukowica";"120708";"Mężczyzna";
"Wójt Gminy Mszana Dolna";1;"CICHORZ Mirosław Tadeusz";"KOMITET WYBORCZY WYBORCÓW AKTYWNI RAZEM";"KWW AKTYWNI RAZEM";40;"wyższe";"Kasina Wielka";"120709";"gm. Mszana Dolna";"";"nie należy do partii politycznej";;;;"gm. Mszana Dolna";"120709";"Mężczyzna";
"Wójt Gminy Mszana Dolna";2;"DOLL Piotr Zdzisław";"KOMITET WYBORCZY WYBORCÓW CZAS NA ZMIANY";"KWW CZAS NA ZMIANY";56;"średnie";"Lubomierz";"120709";"gm. Mszana Dolna";"";"nie należy do partii politycznej";;;;"gm. Mszana Dolna";"120709";"Mężczyzna";
"Wójt Gminy Mszana Dolna";3;"WĘGLARZ Tomasz Józef";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDOWE PRZYMIERZE";"KWW SAMORZĄDOWE PRZYMIERZE";32;"średnie";"Mszana Górna";"120709";"gm. Mszana Dolna";"";"nie należy do partii politycznej";;;;"gm. Mszana Dolna";"120709";"Mężczyzna";
"Wójt Gminy Mszana Dolna";4;"ŻABA Bolesław";"KOMITET WYBORCZY WYBORCÓW BOLESŁAWA ŻABY";"KWW BOLESŁAWA ŻABY";67;"średnie";"Kasina Wielka";"120709";"gm. Mszana Dolna";"";"nie należy do partii politycznej";;;;"gm. Mszana Dolna";"120709";"Mężczyzna";
"Wójt Gminy Niedźwiedź";1;"DZIEDZIC Zenon";"KOMITET WYBORCZY WYBORCÓW GORCZAŃSKA ZGODA";"KWW GORCZAŃSKA ZGODA";51;"średnie";"Poręba Wielka";"120710";"gm. Niedźwiedź";"";"nie należy do partii politycznej";;;;"gm. Niedźwiedź";"120710";"Mężczyzna";
"Wójt Gminy Niedźwiedź";2;"RUSNAK Rafał";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";61;"wyższe";"Podobin";"120710";"gm. Niedźwiedź";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"gm. Niedźwiedź";"120710";"Mężczyzna";
"Wójt Gminy Słopnice";1;"SOŁTYS Adam";"KOMITET WYBORCZY WYBORCÓW NASZE SŁOPNICE";"KWW NASZE SŁOPNICE";66;"wyższe";"Słopnice";"120711";"gm. Słopnice";"";"nie należy do partii politycznej";;;;"gm. Słopnice";"120711";"Mężczyzna";
