"Sejmik";"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat";"Województwo";"TERYT Województwa";"Płeć";"Liczba głosów ważnych oddanych w okręgu"
"Sejmik Województwa Lubuskiego";5;5;2;"PALUCH-SŁOWIŃSKA Małgorzata Beata";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";54;"Nowa Sól";"080401";"m. Nowa Sól";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;5;3;"GIZA Paweł Andrzej";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";46;"Żagań";"081002";"m. Żagań";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;5;4;"STASIAK Anna";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";42;"Wschowa";"081203";"gm. Wschowa";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;5;5;"GANCZAR Ireneusz";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";60;"Siecieborzyce";"081007";"gm. Szprotawa";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;5;6;"SZPARA Andrzej Ryszard";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";51;"Wschowa";"081203";"gm. Wschowa";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;5;7;"KRAKOWSKA-JAGASEK Magdalena Anna";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";44;"Kożuchów";"080404";"gm. Kożuchów";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;5;8;"LASKOWSKA-TRZECIAK Beata";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";62;"Iłowa";"081004";"gm. Iłowa";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;6;1;"PASIK Władysław Stefan";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";48;"Ługi";"080407";"gm. Otyń";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;6;2;"SZCZUPIEL Ireneusz Dominik";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";50;"Bożnów";"081009";"gm. Żagań";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;6;3;"NOWAKOWSKI Adam";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";63;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;6;4;"TAUROGIŃSKA Edyta";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";29;"Ługi";"080407";"gm. Otyń";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;6;5;"PILC Joanna Katarzyna";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";47;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;6;6;"TIMOSZEK Aneta Renata";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";44;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;8;1;"GOŹDZIEJEWSKI Zdzisław Tadeusz";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";65;"Szprotawa";"081007";"gm. Szprotawa";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;8;2;"RADECKI Henryk Ludwik";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";76;"Nowa Sól";"080401";"m. Nowa Sól";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;8;3;"KARAŚ Wiesław Adam";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";60;"Gola";"081202";"gm. Szlichtyngowa";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;8;4;"BOJARSKA-OWOC Anna Maria";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";47;"Wschowa";"081203";"gm. Wschowa";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;8;5;"JENCZYLIK Edward";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";69;"Szprotawa";"081007";"gm. Szprotawa";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;8;6;"KAŁEK Marta";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";47;"Jesiona";"080403";"gm. Kolsko";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;8;7;"DOMRZALSKA Józefa Stanisława";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";68;"Stary Staw";"080405";"gm. Nowa Sól";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;8;8;"SAMOTYJA Anna Monika";"KOMITET WYBORCZY STOWARZYSZENIA LEWICY DEMOKRATYCZNEJ";"KW SLD";45;"Nowa Sól";"080401";"m. Nowa Sól";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;10;1;"SERNIAK Agnieszka";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";48;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;10;2;"KURZYŃSKA Monika";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";47;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;10;3;"ZDZIEBŁO Marcin Zenon";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";49;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Lubuskiego";5;10;4;"LUTOWSKA Janina Wiesława";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";66;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Kobieta";
"Sejmik Województwa Lubuskiego";5;10;5;"LUTOWSKI Zdzisław Bernard";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KW RUCH NAPRAWY POLSKI";67;"Zielona Góra";"086201";"m. Zielona Góra";"";;;;;"lubuskie";"080000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;1;1;"ADAMCZYK Piotr";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";50;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;1;2;"KRÓL Michał Tomasz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";51;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;1;3;"KACZOROWSKA Alicja Grażyna";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";74;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;1;4;"JANUSZKA Stanisława Dorota";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";73;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;1;5;"CAŁA Jolanta Barbara";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";74;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;1;6;"KORWIN-KOCHANOWSKI Piotr Tadeusz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";79;"Jordanów";"102102";"gm. Brzeziny";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;1;7;"BOBRAS-PAJĄK Jolanta Ewa";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";54;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;1;8;"KARCZEWSKA Marzanna Jolanta";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";60;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;1;9;"WĘCŁAW Halina";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";70;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;1;10;"PAWLICKI Eugeniusz Jan";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";63;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;2;1;"GRABARCZYK Tomasz Michał";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";29;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;2;2;"CIUPKA Bogusław Piotr";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";54;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;2;3;"TOMASSY-TANŻYNA Małgorzata Magdalena";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";33;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;2;4;"RULEWICZ Jakub";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";23;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;2;5;"GIERCZAK Agata Milena";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";27;"Brużyczka Mała";"102004";"gm. Aleksandrów Łódzki";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;2;6;"GRZYBOWSKI Jacek";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";57;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;2;7;"SZCZEŚNIAK Katarzyna Dorota";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";48;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;2;8;"SOMPOLSKA Teresa";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";67;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;2;9;"KRAWCZYŃSKI Dawid Bogdan";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";26;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;3;1;"KARDAS Grzegorz Tymoteusz";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";28;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;3;2;"SOBCZAK Michał Jerzy";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";42;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;3;3;"DASZYŃSKA Jolanta Alina";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";66;"Rosanów";"102009";"gm. Zgierz";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;3;4;"BIAŁAS Monika Krystyna";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";51;"Pabianice";"100802";"m. Pabianice";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;3;5;"SZELĄGOWSKA-MIRONIUK Angelika Maria";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";31;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;3;6;"MAJEWSKA Alicja Elżbieta";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";65;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;3;7;"BOREK Marcin";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";44;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;3;8;"BENKES Robert Krzysztof";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";48;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;3;9;"KLIMKOWSKI Igor";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";35;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;3;10;"PAWŁOWSKI Sylwester Stefan";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";65;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;4;1;"BORS Piotr Marcin";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";44;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;4;2;"SMORĘDA Agnieszka";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";33;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;4;3;"PAWLIK-NOWACKA Wioleta Kamila";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";40;"Okołowice";"100807";"gm. Pabianice";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;4;4;"GĄSIOR Marcin";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";41;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;4;5;"WNUK Alina";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";65;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;4;6;"OSIECKI Mateusz Wojciech";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";33;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;4;7;"KUŁAGA Dariusz";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";51;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;4;8;"ROMANOWSKI Michał Marek";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";24;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;4;9;"KAMECKA Katarzyna Maria";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";23;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;4;10;"PIERÓG Piotr";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";51;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;5;1;"SKRZYDLEWSKA Joanna Katarzyna";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";47;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;5;2;"GILL-PIĄTEK Hanna Beata";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";49;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;5;3;"BERGER Jarosław";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";61;"Zofiówka";"100611";"gm. Tuszyn";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;5;4;"DEPTUŁA Kamil Łukasz";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";43;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;5;5;"MALINOWSKA-OLSZOWY Monika Sylwia";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";50;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;5;6;"ZIEMNIEWICZ Bożena Maria";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";68;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;5;7;"RIEMER Maciej Tomasz";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";33;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;5;8;"RABIEGA Anna Barbara";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";69;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;5;9;"SADOWSKA Katarzyna Sandra";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";33;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;5;10;"KARAUDA Tomasz Janusz";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";33;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;6;1;"MILLER Bartosz Jakub";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";27;"Mirosławice";"100806";"gm. Lutomiersk";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;6;2;"STĘPNIEWSKA Agnieszka Beata";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";57;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;6;3;"WACHOWICZ Damian Krzysztof";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";31;"Koluszki";"100607";"gm. Koluszki";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;6;4;"CIESIELSKI Łukasz";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";31;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;6;5;"OLSZEWSKA Maria Elżbieta";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";74;"Nowy Janów";"100105";"gm. Kluki";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;6;6;"JOŃCZYK Adam Jan";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";43;"Sulejów";"101009";"gm. Sulejów";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;6;7;"BURIAN Agnieszka Elżbieta";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";50;"Tomaszów Mazowiecki";"101601";"m. Tomaszów Mazowiecki";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;7;1;"PATELA Linda Danuta";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";36;"Bełchatów";"100101";"m. Bełchatów";"";;;;;"łódzkie";"100000";"Kobieta";
"Sejmik Województwa Łódzkiego";1;7;2;"WÓJCIK Kamil";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";36;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;7;3;"KLIMCZAK Radosław Mieczysław";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";44;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Mężczyzna";
"Sejmik Województwa Łódzkiego";1;7;4;"NOWICKA Krzysztofa";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";48;"Łódź";"106101";"m. Łódź";"";;;;;"łódzkie";"100000";"Kobieta";
