"Województwo";"Powiat";"Gmina";"Wybierany organ";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Gminy";"Liczba wyborców w części B spisu wyborów";"Liczba wysłanych pakietów wyborczych"
"podkarpackie";"krośnieński";"gm. Jaśliska";"Wójt Gminy Jaśliska";2;2098;1780;"Jaśliska";"gm. Jaśliska";"180710";0;0
"podkarpackie";"leżajski";"m. Leżajsk";"Burmistrz Leżajska";2;12696;10831;"Leżajsk";"m. Leżajsk";"180801";0;0
"podkarpackie";"leżajski";"gm. Grodzisko Dolne";"Wójt Gminy Grodzisko Dolne";2;7897;6356;"Grodzisko Dolne";"gm. Grodzisko Dolne";"180802";0;0
"podkarpackie";"leżajski";"gm. Kuryłówka";"Wójt Gminy Kuryłówka";1;5535;4413;"Kuryłówka";"gm. Kuryłówka";"180803";0;0
"podkarpackie";"leżajski";"gm. Leżajsk";"Wójt Gminy Leżajsk";1;20014;15918;"Leżajsk";"gm. Leżajsk";"180804";0;0
"podkarpackie";"leżajski";"gm. Nowa Sarzyna";"Burmistrz Miasta i Gminy Nowa Sarzyna";2;20917;16939;"Nowa Sarzyna";"gm. Nowa Sarzyna";"180805";0;0
"podkarpackie";"lubaczowski";"m. Lubaczów";"Burmistrz Miasta Lubaczowa";4;11269;9465;"Lubaczów";"m. Lubaczów";"180901";0;0
"podkarpackie";"lubaczowski";"gm. Cieszanów";"Burmistrz Miasta i Gminy Cieszanów";2;6823;5686;"Cieszanów";"gm. Cieszanów";"180902";1;0
"podkarpackie";"lubaczowski";"gm. Horyniec-Zdrój";"Wójt Gminy Horyniec-Zdrój";2;4411;3699;"Horyniec-Zdrój";"gm. Horyniec-Zdrój";"180903";0;0
"podkarpackie";"lubaczowski";"gm. Lubaczów";"Wójt Gminy Lubaczów";2;9156;7365;"Lubaczów";"gm. Lubaczów";"180904";0;0
"podkarpackie";"lubaczowski";"gm. Narol";"Burmistrz Miasta i Gminy Narol";3;7566;6254;"Narol";"gm. Narol";"180905";0;0
"podkarpackie";"lubaczowski";"gm. Oleszyce";"Burmistrz Miasta i Gminy Oleszyce";3;6176;4991;"Oleszyce";"gm. Oleszyce";"180906";0;0
"podkarpackie";"lubaczowski";"gm. Stary Dzików";"Wójt Gminy Stary Dzików";3;4128;3388;"Stary Dzików";"gm. Stary Dzików";"180907";0;0
"podkarpackie";"lubaczowski";"gm. Wielkie Oczy";"Wójt Gminy Wielkie Oczy";1;3683;2919;"Wielkie Oczy";"gm. Wielkie Oczy";"180908";0;0
"podkarpackie";"łańcucki";"m. Łańcut";"Burmistrz Miasta Łańcuta";4;17094;14129;"Łańcut";"m. Łańcut";"181001";0;2
"podkarpackie";"łańcucki";"gm. Białobrzegi";"Wójt Gminy Białobrzegi";1;8659;6796;"Białobrzegi";"gm. Białobrzegi";"181002";0;0
"podkarpackie";"łańcucki";"gm. Czarna";"Wójt Gminy Czarna";2;11870;9243;"Czarna";"gm. Czarna";"181003";0;0
"podkarpackie";"łańcucki";"gm. Łańcut";"Wójt Gminy Łańcut";3;21661;17034;"Łańcut";"gm. Łańcut";"181004";0;2
"podkarpackie";"łańcucki";"gm. Markowa";"Wójt Gminy Markowa";2;6447;5083;"Markowa";"gm. Markowa";"181005";0;0
"podkarpackie";"łańcucki";"gm. Rakszawa";"Wójt Gminy Rakszawa";2;7354;5800;"Rakszawa";"gm. Rakszawa";"181006";0;0
"podkarpackie";"łańcucki";"gm. Żołynia";"Wójt Gminy Żołynia";2;7035;5567;"Żołynia";"gm. Żołynia";"181007";0;0
"podkarpackie";"mielecki";"m. Mielec";"Prezydent Miasta Mielca";7;55198;45555;"Mielec";"m. Mielec";"181101";0;11
"podkarpackie";"mielecki";"gm. Borowa";"Wójt Gminy Borowa";2;5335;4335;"Borowa";"gm. Borowa";"181102";0;0
"podkarpackie";"mielecki";"gm. Czermin";"Wójt Gminy Czermin";4;7144;5603;"Czermin";"gm. Czermin";"181103";0;1
"podkarpackie";"mielecki";"gm. Gawłuszowice";"Wójt Gminy Gawłuszowice";2;2800;2213;"Gawłuszowice";"gm. Gawłuszowice";"181104";0;0
"podkarpackie";"mielecki";"gm. Mielec";"Wójt Gminy Mielec";4;13358;10770;"Mielec";"gm. Mielec";"181105";4;1
"podkarpackie";"mielecki";"gm. Padew Narodowa";"Wójt Gminy Padew Narodowa";2;5239;4224;"Padew Narodowa";"gm. Padew Narodowa";"181106";0;0
"podkarpackie";"mielecki";"gm. Przecław";"Burmistrz Przecławia";3;11993;9296;"Przecław";"gm. Przecław";"181107";0;0
"podkarpackie";"mielecki";"gm. Radomyśl Wielki";"Burmistrz Radomyśla Wielkiego";4;14210;11204;"Radomyśl Wielki";"gm. Radomyśl Wielki";"181108";0;3
"podkarpackie";"mielecki";"gm. Tuszów Narodowy";"Wójt Gminy Tuszów Narodowy";3;8274;6535;"Tuszów Narodowy";"gm. Tuszów Narodowy";"181109";0;1
"podkarpackie";"mielecki";"gm. Wadowice Górne";"Wójt Gminy Wadowice Górne";2;7657;6003;"Wadowice Górne";"gm. Wadowice Górne";"181110";0;0
"podkarpackie";"niżański";"gm. Harasiuki";"Wójt Gminy Harasiuki";1;5908;4879;"Harasiuki";"gm. Harasiuki";"181201";0;0
"podkarpackie";"niżański";"gm. Jarocin";"Wójt Gminy Jarocin";4;5319;4381;"Jarocin";"gm. Jarocin";"181202";0;0
"podkarpackie";"niżański";"gm. Jeżowe";"Wójt Gminy Jeżowe";3;10045;7961;"Jeżowe";"gm. Jeżowe";"181203";0;0
"podkarpackie";"niżański";"gm. Krzeszów";"Wójt Gminy Krzeszów";3;4168;3443;"Krzeszów";"gm. Krzeszów";"181204";0;0
"podkarpackie";"niżański";"gm. Nisko";"Burmistrz Gminy i Miasta Nisko";4;21008;17468;"Nisko";"gm. Nisko";"181205";0;2
"podkarpackie";"niżański";"gm. Rudnik nad Sanem";"Burmistrz Gminy i Miasta Rudnik nad Sanem";5;9721;8050;"Rudnik nad Sanem";"gm. Rudnik nad Sanem";"181206";1;1
"podkarpackie";"niżański";"gm. Ulanów";"Burmistrz Gminy i Miasta Ulanów";3;8058;6741;"Ulanów";"gm. Ulanów";"181207";0;0
"podkarpackie";"przemyski";"gm. Bircza";"Burmistrz Miasta i Gminy w Birczy";3;6296;5166;"Bircza";"gm. Bircza";"181301";0;0
"podkarpackie";"przemyski";"gm. Dubiecko";"Burmistrz Miasta i Gminy Dubiecko";3;9006;7295;"Dubiecko";"gm. Dubiecko";"181302";0;0
"podkarpackie";"przemyski";"gm. Fredropol";"Wójt Gminy Fredropol";2;5264;4324;"Fredropol";"gm. Fredropol";"181303";0;0
"podkarpackie";"przemyski";"gm. Krasiczyn";"Wójt Gminy Krasiczyn";4;5150;4126;"Krasiczyn";"gm. Krasiczyn";"181304";0;0
"podkarpackie";"przemyski";"gm. Krzywcza";"Wójt Gminy Krzywcza";2;4718;3772;"Krzywcza";"gm. Krzywcza";"181305";0;3
"podkarpackie";"przemyski";"gm. Medyka";"Wójt Gminy Medyka";3;6398;5190;"Medyka";"gm. Medyka";"181306";0;14
"podkarpackie";"przemyski";"gm. Orły";"Wójt Gminy Orły";1;8723;6941;"Orły";"gm. Orły";"181307";0;3
"podkarpackie";"przemyski";"gm. Przemyśl";"Wójt Gminy Przemyśl";4;10363;8336;"Przemyśl";"gm. Przemyśl";"181308";0;0
"podkarpackie";"przemyski";"gm. Stubno";"Wójt Gminy Stubno";2;3866;3103;"Stubno";"gm. Stubno";"181309";0;0
"podkarpackie";"przemyski";"gm. Żurawica";"Wójt Gminy Żurawica";1;12670;10350;"Żurawica";"gm. Żurawica";"181310";0;0
"podkarpackie";"przeworski";"m. Przeworsk";"Burmistrz Miasta Przeworska";2;14336;11961;"Przeworsk";"m. Przeworsk";"181401";0;1
"podkarpackie";"przeworski";"gm. Adamówka";"Wójt Gminy Adamówka";2;4080;3278;"Adamówka";"gm. Adamówka";"181402";0;0
"podkarpackie";"przeworski";"gm. Gać";"Wójt Gminy Gać";2;4580;3659;"Gać";"gm. Gać";"181403";0;5
"podkarpackie";"przeworski";"gm. Jawornik Polski";"Burmistrz Miasta i Gminy Jawornik Polski";2;4386;3634;"Jawornik Polski";"gm. Jawornik Polski";"181404";0;0
"podkarpackie";"przeworski";"gm. Kańczuga";"Burmistrz Miasta i Gminy Kańczuga";4;11924;9714;"Kańczuga";"gm. Kańczuga";"181405";0;0
"podkarpackie";"przeworski";"gm. Przeworsk";"Wójt Gminy Przeworsk";2;14665;11666;"Przeworsk";"gm. Przeworsk";"181406";0;1
"podkarpackie";"przeworski";"gm. Sieniawa";"Burmistrz Miasta i Gminy Sieniawa";5;6964;5707;"Sieniawa";"gm. Sieniawa";"181407";0;0
"podkarpackie";"przeworski";"gm. Tryńcza";"Wójt Gminy Tryńcza";1;8564;6708;"Tryńcza";"gm. Tryńcza";"181408";0;0
"podkarpackie";"przeworski";"gm. Zarzecze";"Wójt Gminy Zarzecze";2;7141;5718;"Zarzecze";"gm. Zarzecze";"181409";0;0
"podkarpackie";"ropczycko-sędziszowski";"gm. Iwierzyce";"Wójt Gminy Iwierzyce";2;7781;6095;"Iwierzyce";"gm. Iwierzyce";"181501";0;2
"podkarpackie";"ropczycko-sędziszowski";"gm. Ostrów";"Wójt Gminy Ostrów";1;7469;5851;"Ostrów";"gm. Ostrów";"181502";0;3
"podkarpackie";"ropczycko-sędziszowski";"gm. Ropczyce";"Burmistrz Ropczyc";2;27241;21385;"Ropczyce";"gm. Ropczyce";"181503";0;2
"podkarpackie";"ropczycko-sędziszowski";"gm. Sędziszów Małopolski";"Burmistrz Sędziszowa Małopolskiego";2;23573;18769;"Sędziszów Małopolski";"gm. Sędziszów Małopolski";"181504";0;2
"podkarpackie";"ropczycko-sędziszowski";"gm. Wielopole Skrzyńskie";"Wójt Gminy Wielopole Skrzyńskie";3;7946;6346;"Wielopole Skrzyńskie";"gm. Wielopole Skrzyńskie";"181505";1;1
"podkarpackie";"rzeszowski";"m. Dynów";"Burmistrz Miasta Dynów";5;6002;4902;"Dynów";"m. Dynów";"181601";1;0
"podkarpackie";"rzeszowski";"gm. Błażowa";"Burmistrz Błażowej";2;10774;8631;"Błażowa";"gm. Błażowa";"181602";0;0
"podkarpackie";"rzeszowski";"gm. Boguchwała";"Burmistrz Boguchwały";2;20815;16429;"Boguchwała";"gm. Boguchwała";"181603";0;1
"podkarpackie";"rzeszowski";"gm. Chmielnik";"Wójt Gminy Chmielnik";1;7024;5511;"Chmielnik";"gm. Chmielnik";"181604";0;0
"podkarpackie";"rzeszowski";"gm. Dynów";"Wójt Gminy Dynów";2;6694;5405;"Dynów";"gm. Dynów";"181605";0;0
"podkarpackie";"rzeszowski";"gm. Głogów Małopolski";"Burmistrz Głogowa Małopolskiego";5;19059;14772;"Głogów Małopolski";"gm. Głogów Małopolski";"181606";0;1
"podkarpackie";"rzeszowski";"gm. Hyżne";"Wójt Gminy Hyżne";2;7031;5552;"Hyżne";"gm. Hyżne";"181607";1;1
"podkarpackie";"rzeszowski";"gm. Kamień";"Wójt Gminy Kamień";1;6984;5598;"Kamień";"gm. Kamień";"181608";0;0
"podkarpackie";"rzeszowski";"gm. Krasne";"Wójt Gminy Krasne";4;12380;9542;"Krasne";"gm. Krasne";"181609";0;1
"podkarpackie";"rzeszowski";"gm. Lubenia";"Wójt Gminy Lubenia";1;6453;5179;"Lubenia";"gm. Lubenia";"181610";0;0
"podkarpackie";"rzeszowski";"gm. Sokołów Małopolski";"Burmistrz Gminy i Miasta Sokołów Małopolski";2;17203;13393;"Sokołów Małopolski";"gm. Sokołów Małopolski";"181611";0;2
"podkarpackie";"rzeszowski";"gm. Świlcza";"Wójt Gminy Świlcza";2;16244;12844;"Świlcza";"gm. Świlcza";"181612";0;4
"podkarpackie";"rzeszowski";"gm. Trzebownisko";"Wójt Gminy Trzebownisko";4;23410;18022;"Trzebownisko";"gm. Trzebownisko";"181613";1;0
"podkarpackie";"rzeszowski";"gm. Tyczyn";"Burmistrz Tyczyna";4;10940;8531;"Tyczyn";"gm. Tyczyn";"181614";0;2
"podkarpackie";"sanocki";"m. Sanok";"Burmistrz Miasta Sanoka";4;33647;28525;"Sanok";"m. Sanok";"181701";0;6
"podkarpackie";"sanocki";"gm. Besko";"Wójt Gminy Besko";1;4454;3495;"Besko";"gm. Besko";"181702";0;1
"podkarpackie";"sanocki";"gm. Bukowsko";"Wójt Gminy Bukowsko";2;5370;4223;"Bukowsko";"gm. Bukowsko";"181703";0;8
"podkarpackie";"sanocki";"gm. Komańcza";"Wójt Gminy Komańcza";3;4241;3730;"Komańcza";"gm. Komańcza";"181704";0;0
"podkarpackie";"sanocki";"gm. Sanok";"Wójt Gminy Sanok";5;18019;14389;"Sanok";"gm. Sanok";"181705";0;0
"podkarpackie";"sanocki";"gm. Tyrawa Wołoska";"Wójt Gminy Tyrawa Wołoska";3;1988;1581;"Tyrawa Wołoska";"gm. Tyrawa Wołoska";"181706";0;0
"podkarpackie";"sanocki";"gm. Zagórz";"Burmistrz Miasta i Gminy Zagórz";2;12736;10351;"Zagórz";"gm. Zagórz";"181707";1;1
"podkarpackie";"sanocki";"gm. Zarszyn";"Wójt Gminy Zarszyn";2;9001;7255;"Zarszyn";"gm. Zarszyn";"181708";0;2
"podkarpackie";"stalowowolski";"m. Stalowa Wola";"Prezydent Miasta Stalowej Woli";3;52967;44873;"Stalowa Wola";"m. Stalowa Wola";"181801";0;5
"podkarpackie";"stalowowolski";"gm. Bojanów";"Wójt Gminy Bojanów";2;7654;6177;"Bojanów";"gm. Bojanów";"181802";0;0
"podkarpackie";"stalowowolski";"gm. Pysznica";"Wójt Gminy Pysznica";2;11646;9428;"Pysznica";"gm. Pysznica";"181803";1;8
"podkarpackie";"stalowowolski";"gm. Radomyśl nad Sanem";"Wójt Gminy Radomyśl nad Sanem";1;7171;5797;"Radomyśl nad Sanem";"gm. Radomyśl nad Sanem";"181804";0;0
"podkarpackie";"stalowowolski";"gm. Zaklików";"Burmistrz Zaklikowa";2;8228;6750;"Zaklików";"gm. Zaklików";"181805";0;0
"podkarpackie";"stalowowolski";"gm. Zaleszany";"Wójt Gminy Zaleszany";1;10922;8793;"Zaleszany";"gm. Zaleszany";"181806";0;0
"podkarpackie";"strzyżowski";"gm. Czudec";"Wójt Gminy Czudec";1;11587;9244;"Czudec";"gm. Czudec";"181901";0;0
"podkarpackie";"strzyżowski";"gm. Frysztak";"Wójt Gminy Frysztak";2;10197;8286;"Frysztak";"gm. Frysztak";"181902";1;3
"podkarpackie";"strzyżowski";"gm. Niebylec";"Wójt Gminy Niebylec";6;10340;8303;"Niebylec";"gm. Niebylec";"181903";0;0
"podkarpackie";"strzyżowski";"gm. Strzyżów";"Burmistrz Strzyżowa";2;19659;16178;"Strzyżów";"gm. Strzyżów";"181904";0;0
"podkarpackie";"strzyżowski";"gm. Wiśniowa";"Wójt Gminy Wiśniowa";2;7815;6399;"Wiśniowa";"gm. Wiśniowa";"181905";0;0
"podkarpackie";"tarnobrzeski";"gm. Baranów Sandomierski";"Burmistrz Miasta i Gminy Baranów Sandomierski";3;11407;9408;"Baranów Sandomierski";"gm. Baranów Sandomierski";"182001";0;3
"podkarpackie";"tarnobrzeski";"gm. Gorzyce";"Wójt Gminy Gorzyce";2;12582;10237;"Gorzyce";"gm. Gorzyce";"182002";0;2
"podkarpackie";"tarnobrzeski";"gm. Grębów";"Wójt Gminy Grębów";1;9932;8084;"Grębów";"gm. Grębów";"182003";0;0
"podkarpackie";"tarnobrzeski";"gm. Nowa Dęba";"Burmistrz Miasta i Gminy Nowa Dęba";3;17010;14434;"Nowa Dęba";"gm. Nowa Dęba";"182004";0;1
"podkarpackie";"leski";"gm. Baligród";"Wójt Gminy Baligród";4;3140;2567;"Baligród";"gm. Baligród";"182101";0;0
"podkarpackie";"leski";"gm. Cisna";"Wójt Gminy Cisna";2;1794;1509;"Cisna";"gm. Cisna";"182102";0;2
"podkarpackie";"leski";"gm. Lesko";"Burmistrz Miasta i Gminy Lesko";4;10802;9021;"Lesko";"gm. Lesko";"182103";0;2
"podkarpackie";"leski";"gm. Olszanica";"Wójt Gminy Olszanica";2;4812;4096;"Olszanica";"gm. Olszanica";"182104";1;2
"podkarpackie";"leski";"gm. Solina";"Wójt Gminy Solina";3;5307;4397;"Polańczyk";"gm. Solina";"182105";0;1
"podkarpackie";"Krosno";"m. Krosno";"Prezydent Miasta Krosna";4;42676;35778;"Krosno";"m. Krosno";"186101";1;6
"podkarpackie";"Przemyśl";"m. Przemyśl";"Prezydent Miasta Przemyśla";6;53823;45767;"Przemyśl";"m. Przemyśl";"186201";0;11
"podkarpackie";"Rzeszów";"m. Rzeszów";"Prezydent Miasta Rzeszowa";6;185894;148987;"Rzeszów";"m. Rzeszów";"186301";6;45
"podkarpackie";"Tarnobrzeg";"m. Tarnobrzeg";"Prezydent Miasta Tarnobrzega";7;42496;35901;"Tarnobrzeg";"m. Tarnobrzeg";"186401";1;8
"podlaskie";"augustowski";"m. Augustów";"Burmistrz Miasta Augustowa";5;27263;22620;"Augustów";"m. Augustów";"200101";2;5
"podlaskie";"augustowski";"gm. Augustów";"Wójt Gminy Augustów";2;6663;5297;"Augustów";"gm. Augustów";"200102";0;0
"podlaskie";"augustowski";"gm. Bargłów Kościelny";"Wójt Gminy Bargłów Kościelny";1;5274;4221;"Bargłów Kościelny";"gm. Bargłów Kościelny";"200103";0;0
"podlaskie";"augustowski";"gm. Lipsk";"Burmistrz Lipska";4;4666;3978;"Lipsk";"gm. Lipsk";"200104";0;0
"podlaskie";"augustowski";"gm. Nowinka";"Wójt Gminy Nowinka";3;2941;2364;"Nowinka";"gm. Nowinka";"200105";0;0
"podlaskie";"augustowski";"gm. Płaska";"Wójt Gminy Płaska";2;2437;2006;"Płaska";"gm. Płaska";"200106";2;3
"podlaskie";"augustowski";"gm. Sztabin";"Wójt Gminy Sztabin";1;4764;3919;"Sztabin";"gm. Sztabin";"200107";0;0
"podlaskie";"białostocki";"gm. Choroszcz";"Burmistrz Choroszczy";2;16624;13483;"Choroszcz";"gm. Choroszcz";"200201";0;0
"podlaskie";"białostocki";"gm. Czarna Białostocka";"Burmistrz Czarnej Białostockiej";1;10270;8420;"Czarna Białostocka";"gm. Czarna Białostocka";"200202";0;0
"podlaskie";"białostocki";"gm. Dobrzyniewo Duże";"Wójt Gminy Dobrzyniewo Duże";3;10126;7868;"Dobrzyniewo Duże";"gm. Dobrzyniewo Duże";"200203";0;0
"podlaskie";"białostocki";"gm. Gródek";"Wójt Gminy Gródek";1;5031;4205;"Gródek";"gm. Gródek";"200204";0;0
"podlaskie";"białostocki";"gm. Juchnowiec Kościelny";"Wójt Gminy Juchnowiec Kościelny";3;17181;13406;"Juchnowiec Kościelny";"gm. Juchnowiec Kościelny";"200205";3;1
"podlaskie";"białostocki";"gm. Łapy";"Burmistrz Łap";2;20113;16747;"Łapy";"gm. Łapy";"200206";0;0
"podlaskie";"białostocki";"gm. Michałowo";"Burmistrz Michałowa";2;6132;5088;"Michałowo";"gm. Michałowo";"200207";1;1
"podlaskie";"białostocki";"gm. Poświętne";"Wójt Gminy Poświętne";2;3255;2642;"Poświętne";"gm. Poświętne";"200208";0;0
"podlaskie";"białostocki";"gm. Supraśl";"Burmistrz Supraśla";2;17022;13375;"Supraśl";"gm. Supraśl";"200209";0;1
"podlaskie";"białostocki";"gm. Suraż";"Burmistrz Suraża";4;1928;1551;"Suraż";"gm. Suraż";"200210";0;0
"podlaskie";"białostocki";"gm. Turośń Kościelna";"Wójt Gminy Turośń Kościelna";2;6902;5434;"Turośń Kościelna";"gm. Turośń Kościelna";"200211";0;0
"podlaskie";"białostocki";"gm. Tykocin";"Burmistrz Tykocina";1;5950;4859;"Tykocin";"gm. Tykocin";"200212";1;27
"podlaskie";"białostocki";"gm. Wasilków";"Burmistrz Wasilkowa";2;18870;14372;"Wasilków";"gm. Wasilków";"200213";0;0
"podlaskie";"białostocki";"gm. Zabłudów";"Burmistrz Zabłudowa";3;9562;7587;"Zabłudów";"gm. Zabłudów";"200214";0;0
"podlaskie";"białostocki";"gm. Zawady";"Wójt Gminy Zawady";5;2595;2155;"Zawady";"gm. Zawady";"200215";0;0
"podlaskie";"bielski";"m. Bielsk Podlaski";"Burmistrz Miasta Bielsk Podlaski";4;23508;19447;"Bielsk Podlaski";"m. Bielsk Podlaski";"200301";1;1
"podlaskie";"bielski";"m. Brańsk";"Burmistrz Miasta Brańsk";2;3606;2910;"Brańsk";"m. Brańsk";"200302";0;0
"podlaskie";"bielski";"gm. Bielsk Podlaski";"Wójt Gminy Bielsk Podlaski";3;6671;5527;"Bielsk Podlaski";"gm. Bielsk Podlaski";"200303";0;0
"podlaskie";"bielski";"gm. Boćki";"Wójt Gminy Boćki";4;4097;3400;"Boćki";"gm. Boćki";"200304";0;0
"podlaskie";"bielski";"gm. Brańsk";"Wójt Gminy Brańsk";2;5519;4501;"Brańsk";"gm. Brańsk";"200305";0;0
"podlaskie";"bielski";"gm. Orla";"Wójt Gminy Orla";2;2592;2212;"Orla";"gm. Orla";"200306";0;0
"podlaskie";"bielski";"gm. Rudka";"Wójt Gminy Rudka";2;1749;1452;"Rudka";"gm. Rudka";"200307";0;0
"podlaskie";"bielski";"gm. Wyszki";"Wójt Gminy Wyszki";1;4187;3405;"Wyszki";"gm. Wyszki";"200308";0;0
"podlaskie";"grajewski";"m. Grajewo";"Burmistrz Miasta Grajewo";4;19725;16306;"Grajewo";"m. Grajewo";"200401";0;24
"podlaskie";"grajewski";"gm. Grajewo";"Wójt Gminy Grajewo";2;5755;4553;"Grajewo";"gm. Grajewo";"200402";0;0
"podlaskie";"grajewski";"gm. Radziłów";"Wójt Gminy  Radziłów";2;4557;3688;"Radziłów";"gm. Radziłów";"200403";0;5
"podlaskie";"grajewski";"gm. Rajgród";"Burmistrz Rajgrodu";2;4952;4106;"Rajgród";"gm. Rajgród";"200404";0;0
"podlaskie";"grajewski";"gm. Szczuczyn";"Burmistrz Szczuczyna";2;5821;4714;"Szczuczyn";"gm. Szczuczyn";"200405";0;1
"podlaskie";"grajewski";"gm. Wąsosz";"Wójt Gminy Wąsosz";4;3455;2800;"Wąsosz";"gm. Wąsosz";"200406";0;0
"podlaskie";"hajnowski";"m. Hajnówka";"Burmistrz Miasta Hajnówka";5;18868;16047;"Hajnówka";"m. Hajnówka";"200501";0;1
"podlaskie";"hajnowski";"gm. Białowieża";"Wójt Gminy Białowieża";3;2014;1755;"Białowieża";"gm. Białowieża";"200502";5;5
"podlaskie";"hajnowski";"gm. Czeremcha";"Wójt Gminy Czeremcha";3;2870;2476;"Czeremcha";"gm. Czeremcha";"200503";0;0
"podlaskie";"hajnowski";"gm. Czyże";"Wójt Gminy Czyże";1;1850;1596;"Czyże";"gm. Czyże";"200504";0;0
"podlaskie";"hajnowski";"gm. Dubicze Cerkiewne";"Wójt Gminy Dubicze Cerkiewne";1;1409;1239;"Dubicze Cerkiewne";"gm. Dubicze Cerkiewne";"200505";0;0
"podlaskie";"hajnowski";"gm. Hajnówka";"Wójt Gminy Hajnówka";2;3765;3157;"Hajnówka";"gm. Hajnówka";"200506";0;0
"podlaskie";"hajnowski";"gm. Kleszczele";"Burmistrz Kleszczel";3;2277;1936;"Kleszczele";"gm. Kleszczele";"200507";1;0
"podlaskie";"hajnowski";"gm. Narew";"Wójt Gminy Narew";3;3295;2801;"Narew";"gm. Narew";"200508";0;0
"podlaskie";"hajnowski";"gm. Narewka";"Wójt Gminy Narewka";2;3342;2842;"Narewka";"gm. Narewka";"200509";1;0
"podlaskie";"kolneński";"m. Kolno";"Burmistrz Miasta Kolno";3;9367;7824;"Kolno";"m. Kolno";"200601";0;5
"podlaskie";"kolneński";"gm. Grabowo";"Wójt Gminy Grabowo";3;3355;2717;"Grabowo";"gm. Grabowo";"200602";0;0
"podlaskie";"kolneński";"gm. Kolno";"Wójt Gminy Kolno";2;8403;6667;"Kolno";"gm. Kolno";"200603";0;3
"podlaskie";"kolneński";"gm. Mały Płock";"Wójt Gminy Mały Płock";4;4701;3839;"Mały Płock";"gm. Mały Płock";"200604";0;1
"podlaskie";"kolneński";"gm. Stawiski";"Burmistrz Stawisk";1;5813;4851;"Stawiski";"gm. Stawiski";"200605";0;0
"podlaskie";"kolneński";"gm. Turośl";"Wójt Gminy Turośl";2;5033;3928;"Turośl";"gm. Turośl";"200606";0;0
"podlaskie";"łomżyński";"gm. Jedwabne";"Burmistrz Jedwabnego";1;5033;4100;"Jedwabne";"gm. Jedwabne";"200701";0;0
"podlaskie";"łomżyński";"gm. Łomża";"Wójt Gminy Łomża";1;11740;9289;"Łomża";"gm. Łomża";"200702";1;0
"podlaskie";"łomżyński";"gm. Miastkowo";"Wójt Gminy Miastkowo";2;4108;3242;"Miastkowo";"gm. Miastkowo";"200703";0;0
"podlaskie";"łomżyński";"gm. Nowogród";"Burmistrz Nowogrodu";3;3894;3183;"Nowogród";"gm. Nowogród";"200704";0;0
"podlaskie";"łomżyński";"gm. Piątnica";"Wójt Gminy Piątnica";3;10433;8356;"Piątnica";"gm. Piątnica";"200705";0;0
"podlaskie";"łomżyński";"gm. Przytuły";"Wójt Gminy Przytuły";2;2039;1646;"Przytuły";"gm. Przytuły";"200706";0;1
"podlaskie";"łomżyński";"gm. Śniadowo";"Wójt Gminy Śniadowo";3;5211;4149;"Śniadowo";"gm. Śniadowo";"200707";0;0
"podlaskie";"łomżyński";"gm. Wizna";"Wójt Gminy Wizna";3;3841;3121;"Wizna";"gm. Wizna";"200708";0;0
"podlaskie";"łomżyński";"gm. Zbójna";"Wójt Gminy Zbójna";3;4016;3283;"Zbójna";"gm. Zbójna";"200709";0;0
"podlaskie";"moniecki";"gm. Goniądz";"Burmistrz Goniądza";2;4684;3848;"Goniądz";"gm. Goniądz";"200801";2;1
"podlaskie";"moniecki";"gm. Jasionówka";"Wójt Gminy Jasionówka";2;2643;2201;"Jasionówka";"gm. Jasionówka";"200802";1;0
"podlaskie";"moniecki";"gm. Jaświły";"Wójt Gminy Jaświły";4;4601;3856;"Jaświły";"gm. Jaświły";"200803";0;0
"podlaskie";"moniecki";"gm. Knyszyn";"Burmistrz Knyszyna";5;4501;3710;"Knyszyn";"gm. Knyszyn";"200804";0;0
"podlaskie";"moniecki";"gm. Krypno";"Wójt Gminy Krypno";2;3833;3121;"Krypno";"gm. Krypno";"200805";0;0
"podlaskie";"moniecki";"gm. Mońki";"Burmistrz Moniek";2;13840;11505;"Mońki";"gm. Mońki";"200806";0;2
"podlaskie";"moniecki";"gm. Trzcianne";"Wójt Gminy Trzcianne";4;4159;3411;"Trzcianne";"gm. Trzcianne";"200807";0;1
"podlaskie";"sejneński";"m. Sejny";"Burmistrz Miasta Sejny";3;4780;4038;"Sejny";"m. Sejny";"200901";0;0
"podlaskie";"sejneński";"gm. Giby";"Wójt Gminy Giby";2;2619;2218;"Giby";"gm. Giby";"200902";0;0
"podlaskie";"sejneński";"gm. Krasnopol";"Wójt Gminy Krasnopol";2;3652;2920;"Krasnopol";"gm. Krasnopol";"200903";0;1
"podlaskie";"sejneński";"gm. Puńsk";"Wójt Gminy Puńsk";1;4054;3354;"Puńsk";"gm. Puńsk";"200904";2;0
"podlaskie";"sejneński";"gm. Sejny";"Wójt Gminy Sejny";3;3870;3189;"Sejny";"gm. Sejny";"200905";3;0
"podlaskie";"siemiatycki";"m. Siemiatycze";"Burmistrz Miasta Siemiatycze";2;13215;11080;"Siemiatycze";"m. Siemiatycze";"201001";1;1
"podlaskie";"siemiatycki";"gm. Drohiczyn";"Burmistrz Drohiczyna";2;5919;4959;"Drohiczyn";"gm. Drohiczyn";"201002";0;0
